id,title,revenue,vote_average,imdb_id,original_title,overview,popularity,poster_path,genres,keywords,release_date
1436672,SCH - JVLIVS Tour : Ad Finem,0,8.0,,SCH - JVLIVS Tour : Ad Finem,,4.585,/flw8YjJWpT81KlBQfw92BpRTU23.jpg,Music,,2025-02-19
1433266,Edoardo Bennato - Sono solo canzonette,0,6.0,tt35725435,Edoardo Bennato - Sono solo canzonette,,4.347,/67UoJlORb1d4LQ1JwLukpicZRoO.jpg,"Documentary, TV Movie",,2025-02-19
1410189,Kontinental '25,0,6.0,tt35492581,Kontinental '25,"Orsolya is a bailiff in Cluj, the main city in Transylvania. One day she has to evict a homeless man from a cellar, an action with tragic consequences that triggers a moral crisis which Orsolya must weather as best she can.",5.078,/vHdll6hbhPRM2NacfWUuA6Z0HcB.jpg,Drama,,2025-02-19
1235610,Mercato,0,6.333,tt32465945,Mercato,"Mercato takes us behind the scenes of today's soccer, a global industry with interests running into billions. Driss, a player agent, has seven days to save his skin before the end of the mercato...",5.726,/orJccBk6X7pWx5L79DRjAahyBPc.jpg,Thriller,,2025-02-19
1212337,September Says,0,6.0,tt29315015,September Says,"When September is suspended from school, her sister July begins to assert her own independence. Tension in the family builds on holiday Ireland as a series of surreal encounters test the them all to their limit.",5.201,/mCUbOEgJFXteBmyy3NRYKdSw8Z4.jpg,Drama,"based on novel or book, gothic, woman director, manic depression, mother daughter relationship, sister sister relationship",2025-02-19
1327145,100 dni do matury,0,5.0,,100 dni do matury,,5.828,/8H82bgf0t9E9oQquGhabm9UQVyq.jpg,"Comedy, Action",,2025-02-28
1249728,Magic Candies,0,5.0,tt31888603,あめだま,"The other kids never ask Dong-Dong to play, but he’s fine just playing marbles on his own. Until one day, he buys a bag of colorful candies and begins to discover new voices and perspectives.",5.906,/3kaWCY3pUNG7lHmjL6GM8FtATrF.jpg,"Animation, Fantasy",based on short story,2025-02-28
1128505,My Dead Friend Zoe,0,9.0,tt22022784,My Dead Friend Zoe,"Inspired by a true story, a U.S. Army Afghanistan veteran—thanks to the presence of her dead best friend from the Army—is at odds with her estranged Vietnam Veteran grandfather and her VA counselor.",6.121,/6I9vUSWDVsKaSvXX7TBwsnysiPq.jpg,"Drama, Comedy",,2025-02-28
696506,Mickey 17,0,6.0,tt12299608,Mickey 17,"Mickey Barnes, an “expendable” employee, is sent on a human expedition to colonize the ice world Niflheim. After one iteration dies, a new body is regenerated with most of his memories intact. With one regeneration, though, things go very wrong.",29.525,/lrCcovGRcuv8Z1v3ae1ZH5Ird05.jpg,"Science Fiction, Comedy, Drama","based on novel or book, human cloning, black comedy",2025-02-28
1356670,Late Shift,0,10.0,tt32204858,Heldin,"An entirely ordinary day on the beds ward of a surgical department. The nursing team is understaffed due to a shortage of personnel. Despite the hectic environment, Floria cares for her patients with expertise and full dedication. Although she gives her all, the shift gradually spirals out of control – until it eventually leads to a dramatic outburst.",8.001,/vnYp99Dd2j4ywfcyM6kXCF7Uyd6.jpg,Drama,,2025-02-27
1127767,Riff Raff,0,5.0,tt27775403,Riff Raff,A retired hit man's life is turned upside down when his ex-wife and son arrive unannounced during the holidays because they are on the run from his former mob associates.,7.773,/iv89Esp7jmPZI22cpILmWbwXRG7.jpg,"Comedy, Crime, Drama",,2025-02-27
987427,Polarized,0,9.0,tt6800566,Polarized,"Lisa, an aspiring songwriter, whose farming family has suffered foreclosure is forced to work at a new, 'urban farm' where she meets Dalia. Her casual racism leads her to be fired but the women end up drawn into a passionate affair.",7.729,/ePgEcNKGxfVV71FCzPDCClxq5kP.jpg,"Romance, Drama",woman director,2025-02-27
1321412,À bicyclette !,0,7.0,tt33298226,À bicyclette !,Mathias Mlekuz stars in a fictionalised version of the real-life bike pilgrimage he took with his co-star and friend actor Philippe Rebbot from Charente-Maritime to Istanbul to pay homage to his son after his death.,10.786,/p0dBZxWbrelCz77naskM5c85RI2.jpg,"Comedy, Drama",,2025-02-26
1439170,Den ukrainske skat,0,10.0,,Den ukrainske skat,,1.4,/mc7eB90tXXYHqIxBvuh73mNL4Dm.jpg,"Documentary, War",ridiculous,2025-02-24
1437797,Poline et sa particularité,0,10.0,,Poline et sa particularité,,0.546,/etsc7igDbY8ZHNVnodG32VzTq9p.jpg,,"hospital, bipolar, bipolar disorder",2025-02-24
1438760,"Mayotte, le choix de rester Français",0,8.0,,"Mayotte, le choix de rester Français",,1.4,/3yQuC2kIO4FJMJD1QQOqcL5N0jM.jpg,"Documentary, History",,2025-02-23
1438758,"Mayotte, l'impossibilité d'une île",0,8.0,,"Mayotte, l'impossibilité d'une île",,1.96,/jdSGwPVW6nEwFCIlmUF8L4pmNVe.jpg,Documentary,,2025-02-23
1438679,Danmarks største seriemorder,0,10.0,,Danmarks største seriemorder,,1.4,/dYqjDq5GiNjBRnJjUFwbbK1PJH3.jpg,Documentary,informative,2025-02-23
1438239,The lump,0,9.0,,Caroço,"Nemias, a young hypochondriac, is abruptly awakened in the middle of the night by Nexus, his virtual assistant. When he notices a strange lump on his hand, he turns to the AI for help—completely unaware of the consequences that await.",0.84,/gV4GiuFIzwbQZACD8uAq1lOdH4A.jpg,Comedy,"hypochondriac, brazil, comedy, ai",2025-02-23
1437599,Of Pentacles,0,10.0,,Of Pentacles,"Two young adults project their ideals (and, in turn, their problems) onto each other",2.744,/t8UTqDjcduAePTQYKVy9Fw23AmV.jpg,Drama,"identity crisis, young adult, metal, drama",2025-02-23
1437109,Break the Beat,0,10.0,,Break the Beat,"Break the Beat is an immersive journey into the heart of breakdancing in Guayaquil, where passion, discipline, and resilience come to life in every movement. Through a vibrant tournament and the intimate stories of its protagonists, this documentary explores how breakdancing transcends art to become a refuge, an identity, and a means of social transformation in a city marked by adversity. With a dynamic visual narrative and an aesthetic inspired by the essence of hip-hop, Break the Beat captures the raw energy of the streets and transforms it into a statement of resistance and cultural expression.",3.842,/oKzL6dniO0mPl6hjoqO3yxhYHS5.jpg,Documentary,"documental de break dance, torneo de break dance en guayaquil, break dance en guayaquil, impacto del break dance en guayaquil, break dance en ecuador",2025-02-22
1436930,House Party,0,10.0,,House Party,A young girl finds out that no one is coming to her party.,5.379,/uiyQeVRO4dwo38Q6jH8nAQF4wt3.jpg,"Romance, Drama",,2025-02-22
1416643,Piston Cup: Legacy,0,10.0,,Piston Cup: Legacy,"Six years after Endgame, Piston Cup returns for an thrilling experience that will determine its legacy",13.658,/x7u2ZJwGejinLRMHUoVqMsONWRb.jpg,"Comedy, Action",admiring,2025-02-22
1394041,Disney Channel Mitmachkino 2025,0,10.0,,Disney Channel Mitmachkino 2025,77 / 5.000  The Disney Channel interactive cinema will be back on the big screen in 2025!,13.919,/32eZpXEqVb6XEPhcIesWekhqaWZ.jpg,,,2025-02-22
